content_id,title,content_type,genre_id,studio_id,release_year,language,duration_minutes,age_rating,imdb_rating,production_budget,licensing_cost,available_regions,is_original,created_at,updated_at,production_overhead,distribution_cost,technology_cost,localization_cost,contract_administration_cost,contingency_cost,total_content_cost,licensing_cost_ratio,production_cost_ratio,localization_cost_per_region,total_revenue,total_watch_hours,total_views,likes,dislikes,average_completion_rate,average_rewatch_rate,conversions,marketing_spend,attributed_revenue,genre_name,studio_name,total_investment,contribution_profit,content_roi,revenue_per_watch_hour,positive_engagement_rate,portfolio_revenue_percentile,portfolio_roi_percentile,decision
13256,Empire of Eternity (13256),Movie,18,298,2025,Hindi,115,TV-Y,5.9,27355.46,4053.04,12,False,2026-09-07 16:37:07.652424,2026-09-07 16:37:07.652430,2295.59,1268.27,515.42,2662.8,51.24,1007.52,39209.34,0.1034,0.7562,221.9,18840.11,63.77,25,4,0,55.57,28.0,0.0,0.0,0.0,Thriller,Solar Media,39209.34,-20369.23,-0.5195,295.44,1.0,0.1319,0.1504,COST_REVIEW
13257,Eternity 4 (13257),Series,19,291,2021,Spanish,35,PG-13,7.0,34923.38,7136.78,4,False,2026-09-07 16:37:07.652993,2026-09-07 16:37:07.652999,2393.46,945.51,759.28,1884.53,203.05,2359.28,50605.27,0.141,0.7374,471.13,71209.65,152.19,30,12,0,81.11,33.33,0.0,0.0,0.0,War,Zenith Studios 291,50605.27,20604.38,0.4072,467.9,1.0,0.7774,0.6026,EXPAND
13258,Chronicles of Genesis - Origins,Movie,15,80,2023,Japanese,81,TV-MA,6.6,21461.34,0.0,5,True,2026-09-07 16:37:07.653518,2026-09-07 16:37:07.653523,1957.64,434.54,179.78,1146.01,0.0,987.34,26166.65,0.0,0.895,229.2,57780.75,118.38,23,6,0,66.26,17.39,0.0,0.0,0.0,Romance,Crest Motion Pictures 80,26166.65,31614.1,1.2082,488.1,1.0,0.6602,0.8134,EXPAND
13259,Ghosts of Darkness - Reborn (13259),Series,15,24,2013,English,40,TV-MA,6.9,33023.67,2178.9,6,False,2026-09-07 16:37:07.654042,2026-09-07 16:37:07.654047,2090.11,717.61,484.08,1837.19,71.48,1733.45,42136.49,0.0517,0.8333,306.2,12155.02,46.91,24,3,4,44.24,12.5,0.0,0.0,0.0,Romance,Blumhouse Productions,42136.49,-29981.47,-0.7115,259.11,0.4286,0.0522,0.0633,EXIT_OR_RENEGOTIATE
13260,Song of Eternity - Awakening,Movie,4,222,2024,English,110,TV-PG,6.9,35712.35,3930.89,9,False,2026-09-07 16:37:07.654563,2026-09-07 16:37:07.654567,2741.9,1124.07,572.91,2102.01,67.28,1658.93,47910.34,0.082,0.8026,233.56,62167.48999999999,58.71,12,6,0,67.5,16.67,0.0,0.0,0.0,Biography,Pinnacle Entertainment 222,47910.34,14257.15,0.2976,1058.89,1.0,0.7031,0.5617,EXPAND
13261,Operation Vengeance (13261),Movie,4,184,2015,Korean,99,G,5.5,26088.99,0.0,9,True,2026-09-07 16:37:07.655131,2026-09-07 16:37:07.655137,3318.76,428.1,427.89,2888.77,0.0,582.47,33734.98,0.0,0.8717,320.97,60895.15,67.86,18,3,0,77.84,38.89,0.0,0.0,0.0,Biography,Prism Studios 184,33734.98,27160.17,0.8051,897.36,1.0,0.6918,0.7278,EXPAND
13262,Return of Protocol - Revelation,Movie,7,272,2025,Japanese,173,G,6.6,28107.51,3660.21,8,False,2026-09-07 16:37:07.655657,2026-09-07 16:37:07.655662,2509.78,1190.72,224.31,2584.65,76.59,1887.18,40240.95,0.091,0.7608,323.08,34896.96000000001,86.96,23,3,1,59.5,17.39,0.0,0.0,0.0,Documentary,Summit Productions,40240.95,-5343.99,-0.1328,401.3,0.75,0.3689,0.3616,COST_REVIEW
13263,Protocol: Legacy (13263),Movie,7,114,2012,English,143,NC-17,6.2,36533.39,2860.14,9,False,2026-09-07 16:37:07.656205,2026-09-07 16:37:07.656210,4389.17,1558.96,201.59,3424.22,95.66,869.88,49933.01,0.0573,0.8195,380.47,16192.25,65.65,17,4,1,53.62,29.41,0.0,0.0,0.0,Documentary,Silver Media,49933.01,-33740.76,-0.6757,246.65,0.8,0.0978,0.0772,COST_REVIEW
13264,Silence 3 (13264),Series,17,169,2024,English,34,PG,7.1,17832.13,2133.52,14,False,2026-09-07 16:37:07.656761,2026-09-07 16:37:07.656767,2220.45,705.59,326.35,3653.4,71.89,1033.19,27976.52,0.0763,0.7168,260.96,12806.619999999999,60.63,18,3,0,67.64,38.89,0.0,0.0,0.0,Sports,Orion Interactive 169,27976.52,-15169.9,-0.5422,211.23,1.0,0.0593,0.1388,COST_REVIEW
13265,Operation Destiny - Extraction (13265),Movie,6,297,2013,English,101,R,6.0,38740.31,0.0,15,True,2026-09-07 16:37:07.657311,2026-09-07 16:37:07.657316,4350.8,1796.46,675.18,3145.14,0.0,1624.92,50332.81,0.0,0.8561,209.68,57844.310000000005,49.050000000000004,26,6,2,47.64,15.38,0.0,0.0,0.0,Crime,Apex Interactive,50332.81,7511.5,0.1492,1179.29,0.75,0.6609,0.4993,MONITOR
13266,Eternity 4 (13266),Movie,1,88,2022,German,115,PG,5.9,57274.09,0.0,15,True,2026-09-07 16:37:07.657852,2026-09-07 16:37:07.657857,8378.21,1960.59,1088.43,5747.42,0.0,2408.32,76857.06,0.0,0.8542,383.16,61351.04,89.18,22,7,1,59.16,27.27,0.0,0.0,0.0,Action,Atlantic Media,76857.06,-15506.02,-0.2018,687.95,0.875,0.6959,0.3245,COST_REVIEW
13267,Prophecy of Illusion (13267),Series,14,163,2012,English,47,PG-13,5.8,20784.25,0.0,8,True,2026-09-07 16:37:07.658382,2026-09-07 16:37:07.658387,1287.16,660.44,196.64,1724.27,0.0,1055.75,25708.51,0.0,0.8585,215.53,123277.08999999998,138.78,22,6,0,75.42,50.0,0.0,0.0,0.0,Mystery,Atlantic Entertainment,25708.51,97568.58,3.7952,888.29,1.0,0.9629,0.9814,EXPAND
13268,Honor: Origins (13268),Series,14,97,2023,English,26,PG-13,4.2,15566.85,2550.62,5,False,2026-09-07 16:37:07.658959,2026-09-07 16:37:07.658965,1968.88,521.82,182.98,1845.98,33.46,1045.93,23716.52,0.1075,0.7394,369.2,81566.66,84.52,22,3,0,58.6,31.82,0.0,0.0,0.0,Mystery,Summit Pictures,23716.52,57850.14,2.4392,965.06,1.0,0.8413,0.9406,RENEW
13269,Return of Valor - Resurgence,Movie,4,9,2012,Hindi,131,TV-PG,6.4,29988.84,0.0,15,True,2026-09-07 16:37:07.659486,2026-09-07 16:37:07.659491,4387.09,640.81,492.06,4495.69,0.0,1622.79,41627.28,0.0,0.8258,299.71,68122.65000000001,85.03,20,3,4,53.1,25.0,0.0,0.0,0.0,Biography,Marvel Studios,41627.28,26495.37,0.6365,801.16,0.4286,0.7539,0.6795,RENEW
13270,Paradise: Fallout (13270),Movie,13,238,2022,Hindi,88,TV-PG,7.9,29186.99,3126.98,15,False,2026-09-07 16:37:07.660017,2026-09-07 16:37:07.660022,4016.26,961.13,179.61,2170.02,50.37,736.63,40427.99,0.0773,0.8213,144.67,52753.72,64.02,18,5,2,55.11,5.56,0.0,0.0,0.0,Music,Summit Studios 238,40427.99,12325.73,0.3049,824.02,0.7143,0.608,0.5649,RENEW
13271,Redemption: Ascension (13271),Series,20,49,2018,Hindi,48,TV-Y,7.6,34071.42,0.0,3,True,2026-09-07 16:37:07.660599,2026-09-07 16:37:07.660605,2559.12,1157.12,311.07,1761.99,0.0,1033.96,40894.68,0.0,0.8957,587.33,69874.16,97.72,21,9,4,66.65,38.1,0.0,0.0,0.0,Western,Starlight Motion Pictures,40894.68,28979.48,0.7086,715.04,0.6923,0.7681,0.7002,EXPAND
13272,Legacy of Nemesis (13272),Movie,13,215,2022,English,159,PG,5.7,31962.78,5538.35,13,False,2026-09-07 16:37:07.661160,2026-09-07 16:37:07.661165,2857.91,1334.79,722.87,2469.61,126.07,2205.63,47218.01,0.1173,0.7374,189.97,31176.97,54.010000000000005,15,4,2,73.21,33.33,0.0,0.0,0.0,Music,Pinnacle Media 215,47218.01,-16041.04,-0.3397,577.24,0.6667,0.3137,0.2498,COST_REVIEW
13273,Freedom 5 (13273),Movie,9,91,2017,English,129,R,6.8,29030.65,2192.48,13,False,2026-09-07 16:37:07.661689,2026-09-07 16:37:07.661694,2192.41,788.97,234.68,3010.82,48.86,910.19,38409.06,0.0571,0.8129,231.6,44968.76,41.56,18,3,4,51.14,5.56,0.0,0.0,0.0,Family,Omni Motion Pictures,38409.06,6559.7,0.1708,1082.02,0.4286,0.513,0.5088,RENEW
13274,Project Avalon (13274),Movie,16,261,2017,English,91,PG,5.8,30277.47,5806.47,13,False,2026-09-07 16:37:07.662215,2026-09-07 16:37:07.662220,3455.2,551.9,250.81,2266.45,78.89,1233.04,43920.23,0.1322,0.768,174.34,62780.409999999996,85.62,22,8,1,72.68,31.82,0.0,0.0,0.0,Sci-Fi,Omni Films,43920.23,18860.18,0.4294,733.24,0.8889,0.7087,0.6102,EXPAND
13275,The Secret Vengeance - Defiance,Series,15,69,2016,Hindi,38,R,6.2,29220.76,6190.5,12,False,2026-09-07 16:37:07.662770,2026-09-07 16:37:07.662776,3626.21,1049.35,567.52,1473.07,90.26,1059.87,43277.54,0.143,0.759,122.76,24916.510000000006,52.84,15,10,1,76.35,20.0,0.0,0.0,0.0,Romance,Summit Media,43277.54,-18361.03,-0.4243,471.55,0.9091,0.218,0.2032,COST_REVIEW
13276,Midnight 3 (13276),Movie,4,228,2016,Hindi,131,TV-Y,7.8,18114.2,2642.96,9,False,2026-09-07 16:37:07.663325,2026-09-07 16:37:07.663330,1603.77,771.28,410.64,2882.49,77.48,705.51,27208.33,0.0971,0.7247,320.28,130808.74,118.1,18,6,0,68.34,44.44,0.0,0.0,0.0,Biography,Solar Interactive 228,27208.33,103600.41,3.8077,1107.61,1.0,0.9721,0.9816,EXPAND
13277,Edge of Syndicate - Resurgence,Movie,13,256,2012,Korean,127,NC-17,6.7,19681.48,0.0,13,True,2026-09-07 16:37:07.663846,2026-09-07 16:37:07.663850,2136.53,963.11,480.6,3153.37,0.0,1091.79,27506.88,0.0,0.7932,242.57,97059.97,183.06,32,10,0,73.5,62.5,0.0,0.0,0.0,Music,Zenith Studios 256,27506.88,69553.09,2.5286,530.21,1.0,0.9071,0.9452,EXPAND
13278,Freedom: Vindication (13278),Series,6,212,2017,English,64,TV-MA,6.9,30096.35,4370.17,11,False,2026-09-07 16:37:07.664399,2026-09-07 16:37:07.664404,3677.26,546.52,653.88,2102.02,45.83,1610.99,43103.02,0.1014,0.7836,191.09,18128.079999999998,59.44,17,6,0,80.48,47.06,0.0,0.0,0.0,Crime,Atlas Entertainment 212,43103.02,-24974.94,-0.5794,304.98,1.0,0.1226,0.1208,COST_REVIEW
13279,City of Storm - Conspiracy,Series,6,23,2020,French,49,NC-17,5.5,33914.79,7201.12,10,False,2026-09-07 16:37:07.664972,2026-09-07 16:37:07.664978,3320.96,1394.65,652.76,3618.83,113.68,1919.76,52136.55,0.1381,0.7142,361.88,29205.68,115.03,24,4,1,68.12,41.67,0.0,0.0,0.0,Crime,Amazon MGM Studios,52136.55,-22930.87,-0.4398,253.9,0.8,0.2836,0.1946,COST_REVIEW
13280,Storm 5 (13280),Movie,13,253,2011,Hindi,136,R,6.7,24675.61,0.0,12,True,2026-09-07 16:37:07.665510,2026-09-07 16:37:07.665516,3377.14,884.73,560.75,2247.46,0.0,1137.09,32882.78,0.0,0.8531,187.29,33222.17,71.42,21,6,3,70.47,28.57,0.0,0.0,0.0,Music,Zenith Motion Pictures 253,32882.78,339.39,0.0103,465.17,0.6667,0.3434,0.4337,MONITOR
13281,Reckoning: Extraction (13281),Movie,16,183,2019,Hindi,103,PG,4.7,29605.87,0.0,14,True,2026-09-07 16:37:07.666039,2026-09-07 16:37:07.666045,3832.17,459.98,444.8,2453.13,0.0,1644.08,38440.03,0.0,0.8699,175.22,27027.5,73.6,21,6,0,72.07,38.1,0.0,0.0,0.0,Sci-Fi,Apex Media 183,38440.03,-11412.53,-0.2969,367.22,1.0,0.2503,0.2735,COST_REVIEW
13282,Horizon 3 (13282),Movie,2,139,2016,Spanish,165,TV-PG,6.2,29001.92,0.0,12,True,2026-09-07 16:37:07.666592,2026-09-07 16:37:07.666598,1908.9,1164.09,314.02,1534.18,0.0,1500.34,35423.45,0.0,0.8726,127.85,43614.15,52.45,19,4,4,48.85,5.26,0.0,0.0,0.0,Adventure,Crown Cinema,35423.45,8190.7,0.2312,831.54,0.5,0.4945,0.5346,MONITOR
13283,Song of Thunder (13283),Movie,1,156,2013,Hindi,125,PG,6.1,61389.73,0.0,12,True,2026-09-07 16:37:07.667140,2026-09-07 16:37:07.667147,7115.15,977.14,1191.17,2761.58,0.0,2993.36,76428.13,0.0,0.8963,230.13,38420.33,99.27,19,7,0,77.31,42.11,0.0,0.0,0.0,Action,Atlas Studios 156,76428.13,-38007.8,-0.4973,387.03,1.0,0.4228,0.1624,COST_REVIEW
13284,Age of Valor - Vindication,Series,18,218,2025,English,28,G,6.4,29244.5,3085.17,11,False,2026-09-07 16:37:07.667671,2026-09-07 16:37:07.667678,2374.05,1242.42,384.13,3060.79,82.03,1937.25,41410.34,0.0745,0.7635,278.25,34118.64,121.97999999999999,21,6,0,76.69,66.67,0.0,0.0,0.0,Thriller,Summit Group 218,41410.34,-7291.7,-0.1761,279.71,1.0,0.3571,0.3382,COST_REVIEW
13285,Chronicles of Eclipse - Chronicles,Movie,18,177,2025,English,81,TV-MA,5.9,37462.92,3125.9,8,False,2026-09-07 16:37:07.668208,2026-09-07 16:37:07.668214,4127.54,1507.74,469.24,2391.29,97.09,2190.82,51372.54,0.0608,0.8096,298.91,49412.28,77.14,24,2,3,48.7,12.5,0.0,0.0,0.0,Thriller,Pacific Studios 177,51372.54,-1960.26,-0.0382,640.55,0.4,0.5681,0.4096,MONITOR
13286,Sanctuary 5 (13286),Series,8,153,2014,Hindi,57,TV-PG,7.2,15801.38,2071.32,13,False,2026-09-07 16:37:07.668761,2026-09-07 16:37:07.668767,2308.9,617.47,213.57,2190.29,29.81,631.99,23864.73,0.0868,0.7589,168.48,16969.829999999998,34.989999999999995,17,2,3,56.06,35.29,0.0,0.0,0.0,Drama,Atlantic Cinema,23864.73,-6894.9,-0.2889,484.99,0.4,0.1085,0.2775,COST_REVIEW
13287,Protocol: Protocol (13287),Movie,2,80,2021,Spanish,103,G,5.6,20982.49,1682.85,5,False,2026-09-07 16:37:07.669305,2026-09-07 16:37:07.669311,2918.99,402.86,367.23,1313.92,41.61,514.16,28224.11,0.0596,0.8468,262.78,48294.31,84.39,26,4,3,49.43,15.38,0.0,0.0,0.0,Adventure,Crest Motion Pictures 80,28224.11,20070.2,0.7111,572.28,0.5714,0.5554,0.701,MONITOR
13288,Return of Redemption (13288),Movie,3,221,2018,Japanese,77,G,6.4,19602.01,0.0,4,True,2026-09-07 16:37:07.669839,2026-09-07 16:37:07.669844,1889.76,924.55,451.75,1307.06,0.0,707.06,24882.19,0.0,0.8637,326.76,21188.39,66.12,20,1,2,48.05,5.0,0.0,0.0,0.0,Animation,Starlight Pictures,24882.19,-3693.8,-0.1485,320.45,0.3333,0.1637,0.3532,COST_REVIEW
13289,Operation Destiny (13289),Movie,2,131,2014,Spanish,95,PG,7.0,25922.7,0.0,13,True,2026-09-07 16:37:07.670375,2026-09-07 16:37:07.670381,2235.48,1204.42,623.19,3364.88,0.0,1100.01,34450.68,0.0,0.8173,258.84,5198.509999999999,66.66,27,3,3,53.42,18.52,0.0,0.0,0.0,Adventure,Crest Entertainment 131,34450.68,-29252.17,-0.8491,77.99,0.5,0.0054,0.0218,COST_REVIEW
13290,Protocol: Vindication (13290),Series,20,204,2015,German,59,PG,7.3,23244.29,1244.91,3,False,2026-09-07 16:37:07.670927,2026-09-07 16:37:07.670933,1885.03,1081.07,420.4,792.85,13.28,578.14,29259.97,0.0425,0.8588,264.28,66862.89,67.18,21,7,2,66.41,52.38,0.0,0.0,0.0,Western,Zenith Pictures 204,29259.97,37602.92,1.2851,995.28,0.7778,0.7436,0.8267,EXPAND
13291,Kingdom of Honor - Evolution (13291),Movie,17,63,2018,English,96,G,6.7,12976.95,1955.53,12,False,2026-09-07 16:37:07.671615,2026-09-07 16:37:07.671621,1400.55,358.33,74.22,3336.04,51.28,670.0,20822.9,0.0939,0.6905,278.0,39414.87,44.73,11,1,0,56.92,27.27,0.0,0.0,0.0,Sports,Starlight Motion Pictures 63,20822.9,18591.97,0.8929,881.17,1.0,0.4377,0.7512,RENEW
13292,Storm: Protocol (13292),Movie,14,19,2010,Japanese,116,PG,7.6,25975.15,4560.09,13,False,2026-09-07 16:37:07.672126,2026-09-07 16:37:07.672131,1825.59,837.08,341.55,1545.77,137.5,1603.79,36826.52,0.1238,0.7549,118.91,53312.51000000001,72.9,17,6,1,74.79,64.71,0.0,0.0,0.0,Mystery,DreamWorks Animation,36826.52,16485.99,0.4477,731.31,0.8571,0.614,0.6171,EXPAND
13293,Frontier: Reborn (13293),Series,9,252,2012,English,47,G,5.6,16865.71,1771.47,8,False,2026-09-07 16:37:07.672699,2026-09-07 16:37:07.672705,1845.69,320.81,128.12,1576.64,18.51,1024.05,23551.0,0.0752,0.7945,197.08,59325.06999999999,104.99000000000001,23,9,4,62.79,26.09,0.0,0.0,0.0,Family,Pinnacle Cinema 252,23551.0,35774.07,1.519,565.05,0.6923,0.6763,0.8614,EXPAND
13294,Midnight 4 (13294),Movie,20,13,2021,Spanish,96,TV-Y,7.6,27239.8,0.0,14,True,2026-09-07 16:37:07.673217,2026-09-07 16:37:07.673222,1637.66,457.31,440.32,3518.24,0.0,1087.27,34380.6,0.0,0.8399,251.3,62192.35,73.57000000000001,21,2,2,46.73,14.29,0.0,0.0,0.0,Western,Dharma Productions,34380.6,27811.75,0.8089,845.35,0.5,0.7033,0.7287,MONITOR
13295,The Secret Silence (13295),Movie,16,212,2016,English,138,PG,6.3,17331.32,2228.19,12,False,2026-09-07 16:37:07.673745,2026-09-07 16:37:07.673750,1545.03,295.62,223.74,2754.68,70.19,563.44,25012.21,0.0891,0.7547,229.56,53042.670000000006,87.18,24,10,2,83.88,41.67,0.0,0.0,0.0,Sci-Fi,Atlas Entertainment 212,25012.21,28030.46,1.1207,608.43,0.8333,0.6108,0.798,EXPAND
13296,Flight of Eternity - Origins,Movie,19,242,2010,English,117,PG,7.8,33584.0,0.0,14,True,2026-09-07 16:37:07.674286,2026-09-07 16:37:07.674292,2679.8,1172.31,663.31,4086.28,0.0,1246.82,43432.52,0.0,0.8349,291.88,87520.73999999999,88.89,21,6,2,62.92,19.05,0.0,0.0,0.0,War,Pacific Productions 242,43432.52,44088.22,1.0151,984.6,0.75,0.87,0.7784,EXPAND
13297,Protocol: Legacy (13297),Movie,3,247,2024,Hindi,149,R,6.7,37810.23,3021.21,11,False,2026-09-07 16:37:07.674856,2026-09-07 16:37:07.674863,5573.59,992.48,643.63,2182.8,61.62,1338.42,51623.98,0.0585,0.8404,198.44,64786.48,52.82,22,3,5,48.91,9.09,0.0,0.0,0.0,Animation,Horizon Motion Pictures 247,51623.98,13162.5,0.255,1226.55,0.375,0.7264,0.5444,MONITOR
13298,After Syndicate - Legacy,Movie,3,162,2016,English,114,R,6.9,26868.05,0.0,9,True,2026-09-07 16:37:07.675401,2026-09-07 16:37:07.675407,3370.65,948.02,232.61,2001.12,0.0,784.62,34205.07,0.0,0.884,222.35,58513.93,86.39,23,4,1,58.71,17.39,0.0,0.0,0.0,Animation,Nexus Motion Pictures 162,34205.07,24308.86,0.7107,677.32,0.8,0.6681,0.7008,RENEW
13299,Eclipse: Protocol (13299),Movie,19,208,2010,Hindi,85,G,6.1,32164.18,2217.92,3,False,2026-09-07 16:37:07.675927,2026-09-07 16:37:07.675933,2942.02,1149.65,259.58,1273.8,43.41,1691.98,41742.54,0.0531,0.841,424.6,35823.94,66.92,21,4,0,64.82,33.33,0.0,0.0,0.0,War,Atlas Cinema,41742.54,-5918.6,-0.1418,535.32,1.0,0.3831,0.3574,COST_REVIEW
13300,Sanctuary 2 (13300),Movie,6,200,2011,English,86,PG,8.4,35460.27,3019.77,12,False,2026-09-07 16:37:07.676490,2026-09-07 16:37:07.676496,2423.92,1657.67,248.31,3022.96,96.42,1068.82,46998.14,0.0643,0.8061,251.91,38195.649999999994,127.72,24,4,1,64.7,50.0,0.0,0.0,0.0,Crime,Atlas Motion Pictures 200,46998.14,-8802.49,-0.1873,299.06,0.8,0.4192,0.3322,COST_REVIEW
13301,Vengeance: Origins (13301),Movie,18,145,2015,English,119,TV-MA,6.8,18531.11,4015.65,11,False,2026-09-07 16:37:07.677062,2026-09-07 16:37:07.677068,1973.79,850.21,367.87,3523.28,82.59,755.4,30099.9,0.1334,0.6812,320.3,64445.14000000001,94.55,23,9,1,64.35,52.17,0.0,0.0,0.0,Thriller,Zenith Pictures 145,30099.9,34345.24,1.141,681.6,0.9,0.7233,0.8018,EXPAND
13302,Genesis: Legacy (13302),Movie,1,26,2010,English,125,R,6.4,45442.03,9381.95,9,False,2026-09-07 16:37:07.677612,2026-09-07 16:37:07.677617,3599.48,1824.52,529.09,2967.72,281.52,2064.35,66090.66,0.142,0.742,329.75,89880.20999999999,112.67,36,9,3,69.27,27.78,0.0,0.0,0.0,Action,BBC Film,66090.66,23789.55,0.36,797.73,0.75,0.8801,0.5851,EXPAND
13303,Sanctuary: Defiance (13303),Series,3,17,2024,Hindi,60,G,7.8,21680.51,0.0,9,True,2026-09-07 16:37:07.678131,2026-09-07 16:37:07.678136,2347.54,946.3,299.33,1687.1,0.0,474.21,27434.99,0.0,0.8758,187.46,45472.340000000004,114.44,25,7,0,80.74,48.0,0.0,0.0,0.0,Animation,Legendary Entertainment,27434.99,18037.35,0.6575,397.35,1.0,0.5193,0.6855,EXPAND
13304,Heart of Freedom - Extraction,Series,2,33,2017,English,62,TV-MA,8.1,12120.58,1181.42,7,False,2026-09-07 16:37:07.678683,2026-09-07 16:37:07.678688,1638.49,183.15,164.32,2056.25,18.51,340.53,17703.25,0.0667,0.7772,293.75,137807.42,122.00999999999999,19,9,1,71.13,15.79,0.0,0.0,0.0,Adventure,Mirage Cinema,17703.25,120104.17,6.7843,1129.48,0.9,0.9783,0.9982,EXPAND
13305,Illusion 2 (13305),Movie,20,56,2013,Japanese,144,PG-13,7.1,21951.89,0.0,11,True,2026-09-07 16:37:07.679192,2026-09-07 16:37:07.679197,2533.72,341.21,399.08,3337.23,0.0,544.22,29107.35,0.0,0.8412,303.38,74588.01000000001,71.91,18,4,1,46.22,16.67,0.0,0.0,0.0,Western,Mirage Cinema 56,29107.35,45480.66,1.5625,1037.24,0.8,0.8006,0.8672,MONITOR
13306,Horizon 3 (13306),Movie,5,111,2011,Spanish,171,G,5.6,21296.28,2764.6,8,False,2026-09-07 16:37:07.679738,2026-09-07 16:37:07.679744,2492.54,661.26,126.12,2257.29,48.02,689.44,30335.55,0.0911,0.7842,282.16,133938.62,83.34,20,7,1,61.2,20.0,0.0,0.0,0.0,Comedy,Zenith Films 111,30335.55,103603.07,3.4152,1607.13,0.875,0.9751,0.9744,EXPAND
13307,Eclipse: Chronicles (13307),Movie,15,123,2018,Japanese,131,TV-MA,8.6,39319.76,0.0,7,True,2026-09-07 16:37:07.680302,2026-09-07 16:37:07.680308,4273.77,1489.4,475.67,2362.93,0.0,1277.81,49199.34,0.0,0.8861,337.56,17372.53,47.58,11,0,1,57.2,18.18,0.0,0.0,0.0,Romance,Atlas Entertainment,49199.34,-31826.81,-0.6469,365.12,0.0,0.113,0.0896,COST_REVIEW
13308,Genesis 3 (13308),Series,15,203,2010,English,49,R,6.0,21736.85,1601.68,10,False,2026-09-07 16:37:07.681271,2026-09-07 16:37:07.681282,3118.24,930.18,150.78,2815.37,28.6,934.12,31315.82,0.0511,0.7937,281.54,48931.630000000005,85.86,21,6,3,53.5,14.29,0.0,0.0,0.0,Romance,Crest Productions 203,31315.82,17615.81,0.5625,569.9,0.6667,0.5626,0.6562,RENEW
13309,Operation Horizon - Revelation,Movie,19,186,2025,English,93,PG-13,4.9,35315.5,7305.52,15,False,2026-09-07 16:37:07.682090,2026-09-07 16:37:07.682100,5080.88,1082.57,210.83,3895.31,242.87,914.66,54048.14,0.1352,0.7474,259.69,27988.910000000003,37.25,17,2,0,56.16,11.76,0.0,0.0,0.0,War,Atlantic Films 186,54048.14,-26059.23,-0.4821,751.38,1.0,0.2651,0.1707,COST_REVIEW
13310,Labyrinth 4 (13310),Movie,13,141,2012,Hindi,158,PG,6.4,25347.42,0.0,10,True,2026-09-07 16:37:07.682760,2026-09-07 16:37:07.682767,2690.5,1214.29,168.15,1934.0,0.0,1129.04,32483.4,0.0,0.8631,193.4,93539.75,72.93,26,5,2,50.36,19.23,0.0,0.0,0.0,Music,Nexus Films,32483.4,61056.35,1.8796,1282.6,0.7143,0.8947,0.9007,RENEW
13311,Genesis: Conspiracy (13311),Movie,7,265,2021,English,167,TV-MA,7.7,44657.58,0.0,8,True,2026-09-07 16:37:07.683355,2026-09-07 16:37:07.683361,3908.36,1943.7,599.6,2316.92,0.0,1809.66,55235.82,0.0,0.8792,289.62,65018.58000000001,115.69,24,6,2,70.06,41.67,0.0,0.0,0.0,Documentary,Horizon Films,55235.82,9782.76,0.1771,562.01,0.75,0.7283,0.5111,RENEW
13312,Monolith: Retribution (13312),Movie,6,10,2021,Spanish,83,PG,6.4,34724.65,4344.12,4,False,2026-09-07 16:37:07.683958,2026-09-07 16:37:07.683965,3519.79,645.76,655.63,1917.79,56.57,1953.44,47817.75,0.0908,0.7998,479.45,16352.260000000002,30.330000000000002,14,1,4,61.15,26.92,0.0,0.0,0.0,Crime,20th Century Studios,47817.75,-31465.49,-0.658,539.14,0.2,0.0999,0.0848,COST_REVIEW
13313,Code Eclipse - Awakening,Series,19,67,2020,Hindi,63,PG-13,7.2,19366.41,4669.16,13,False,2026-09-07 16:37:07.684513,2026-09-07 16:37:07.684519,1487.15,588.86,276.17,3496.82,119.57,846.36,30850.5,0.1513,0.676,268.99,58878.96,125.51999999999998,22,6,2,69.46,27.27,0.0,0.0,0.0,War,Prism Productions 67,30850.5,28028.46,0.9085,469.08,0.75,0.6717,0.755,EXPAND
13314,Protocol 2 (13314),Movie,12,261,2010,English,133,TV-Y,6.5,49625.98,0.0,11,True,2026-09-07 16:37:07.685053,2026-09-07 16:37:07.685059,5819.69,2472.4,490.96,2944.94,0.0,1890.69,63244.66,0.0,0.8767,267.72,100860.57999999999,117.81,27,2,2,63.85,14.81,0.0,0.0,0.0,Horror,Omni Films,63244.66,37615.92,0.5948,856.13,0.5,0.9181,0.666,EXPAND
13315,Operation Labyrinth (13315),Movie,9,215,2013,English,146,R,6.2,15668.09,2740.14,9,False,2026-09-07 16:37:07.685598,2026-09-07 16:37:07.685605,1645.28,459.83,282.41,2200.19,74.56,838.66,23909.16,0.1146,0.7241,244.47,34982.53,104.5,25,7,3,67.39,24.0,0.0,0.0,0.0,Family,Pinnacle Media 215,23909.16,11073.37,0.4631,334.76,0.7,0.3702,0.6224,EXPAND
13316,Silence 2 (13316),Movie,18,45,2013,English,165,TV-Y,9.2,24677.22,5314.01,11,False,2026-09-07 16:37:07.686125,2026-09-07 16:37:07.686130,1710.06,703.78,223.12,3442.73,178.48,1349.96,37599.36,0.1413,0.7018,312.98,24098.21,88.08,22,2,1,54.45,18.18,0.0,0.0,0.0,Thriller,Horizon Media 45,37599.36,-13501.15,-0.3591,273.59,0.6667,0.2054,0.2393,COST_REVIEW
